airport_348.jpg	airport	airport	0.50863	industrial	0.09705	port	0.09340	center	0.06003	parking	0.03110	school	0.02915	square	0.02901	railwaystation	0.02300	bareland	0.02203	denseresidential	0.01648
airport_349.jpg	airport	stadium	0.30604	baseballfield	0.28384	airport	0.12890	school	0.05888	bareland	0.03477	park	0.02575	parking	0.02298	square	0.01933	railwaystation	0.01884	playground	0.01263
airport_35.jpg	airport	airport	0.60442	port	0.06573	railwaystation	0.06174	parking	0.05384	bareland	0.03394	school	0.03194	square	0.02049	center	0.01786	stadium	0.01738	commercial	0.01729
airport_350.jpg	airport	airport	0.80005	parking	0.05621	square	0.02960	port	0.02936	bareland	0.01920	commercial	0.01177	center	0.00853	industrial	0.00837	denseresidential	0.00797	railwaystation	0.00562
airport_351.jpg	airport	airport	0.41098	parking	0.16379	railwaystation	0.11345	industrial	0.06114	port	0.04786	denseresidential	0.02685	center	0.02509	commercial	0.02033	mediumresidential	0.02002	sparseresidential	0.01614
airport_352.jpg	airport	airport	0.89526	center	0.01411	parking	0.01406	bareland	0.01386	square	0.01323	commercial	0.00771	port	0.00732	storagetanks	0.00679	denseresidential	0.00607	industrial	0.00517
airport_353.jpg	airport	airport	0.93788	parking	0.02507	bareland	0.00775	center	0.00548	stadium	0.00337	commercial	0.00333	storagetanks	0.00307	church	0.00212	railwaystation	0.00192	school	0.00145
airport_354.jpg	airport	airport	0.91453	parking	0.03450	storagetanks	0.01851	bareland	0.00419	commercial	0.00409	port	0.00378	railwaystation	0.00324	square	0.00237	industrial	0.00184	school	0.00174
airport_355.jpg	airport	airport	0.74557	parking	0.09688	port	0.05468	square	0.01725	industrial	0.01431	center	0.01385	bareland	0.01240	commercial	0.00988	storagetanks	0.00461	desert	0.00449
airport_356.jpg	airport	airport	0.94878	parking	0.02512	square	0.00428	port	0.00321	railwaystation	0.00292	commercial	0.00255	industrial	0.00208	bareland	0.00203	denseresidential	0.00113	school	0.00107
airport_357.jpg	airport	airport	0.52816	parking	0.13775	storagetanks	0.04674	port	0.04581	industrial	0.04347	playground	0.04014	school	0.02792	railwaystation	0.02397	commercial	0.01444	church	0.01391
airport_358.jpg	airport	airport	0.84153	port	0.04708	parking	0.02486	industrial	0.01618	bareland	0.01111	square	0.01072	commercial	0.01042	center	0.00872	denseresidential	0.00638	railwaystation	0.00340
airport_359.jpg	airport	airport	0.86314	parking	0.03574	center	0.01693	church	0.00962	port	0.00850	desert	0.00675	denseresidential	0.00647	bareland	0.00624	square	0.00509	park	0.00500
airport_36.jpg	airport	airport	0.32895	school	0.08691	center	0.07860	railwaystation	0.05735	port	0.04736	bareland	0.04553	denseresidential	0.04053	square	0.03492	parking	0.03346	playground	0.03270
airport_360.jpg	airport	airport	0.88291	commercial	0.01824	bareland	0.01684	parking	0.01500	denseresidential	0.00949	center	0.00909	industrial	0.00758	port	0.00693	square	0.00603	storagetanks	0.00597
airport_37.jpg	airport	airport	0.36081	school	0.13952	center	0.10180	railwaystation	0.06630	industrial	0.06146	bareland	0.05099	church	0.03464	denseresidential	0.03307	storagetanks	0.02619	commercial	0.02059
airport_38.jpg	airport	airport	0.46459	church	0.08631	school	0.08400	farmland	0.07190	railwaystation	0.06037	parking	0.02996	square	0.02388	industrial	0.02356	center	0.02313	bareland	0.02041
airport_39.jpg	airport	airport	0.84554	parking	0.04301	railwaystation	0.02574	port	0.02385	commercial	0.01428	bareland	0.01023	square	0.00733	industrial	0.00619	storagetanks	0.00579	center	0.00548
airport_4.jpg	airport	airport	0.74662	parking	0.09249	storagetanks	0.03614	bareland	0.03320	commercial	0.02134	center	0.01623	square	0.01430	port	0.00785	industrial	0.00722	denseresidential	0.00714
airport_40.jpg	airport	port	0.53102	parking	0.14391	airport	0.10647	industrial	0.03953	commercial	0.03060	railwaystation	0.02760	church	0.01789	bareland	0.01665	school	0.01523	stadium	0.01096
airport_41.jpg	airport	airport	0.77889	parking	0.06660	port	0.05166	stadium	0.02102	church	0.00977	railwaystation	0.00935	square	0.00826	center	0.00663	commercial	0.00652	school	0.00509
airport_42.jpg	airport	railwaystation	0.24179	port	0.23743	parking	0.15757	industrial	0.07964	airport	0.07517	square	0.04780	church	0.03112	school	0.02872	stadium	0.01681	commercial	0.01566
airport_43.jpg	airport	airport	0.54421	port	0.09307	center	0.08747	parking	0.05771	bareland	0.03167	railwaystation	0.03070	square	0.02759	commercial	0.02646	industrial	0.02536	school	0.01581
airport_44.jpg	airport	railwaystation	0.32065	airport	0.28098	parking	0.09162	port	0.07632	school	0.02556	square	0.02256	commercial	0.02146	industrial	0.02056	stadium	0.02017	bareland	0.01834
airport_45.jpg	airport	stadium	0.39429	airport	0.20057	parking	0.08224	church	0.05698	center	0.04510	railwaystation	0.04378	port	0.03626	bareland	0.02065	school	0.01337	commercial	0.01336
airport_46.jpg	airport	airport	0.70558	parking	0.04070	school	0.03903	stadium	0.03217	railwaystation	0.02724	port	0.01878	square	0.01589	bareland	0.01587	baseballfield	0.01273	industrial	0.01216
airport_47.jpg	airport	airport	0.71543	stadium	0.16007	parking	0.03531	center	0.02328	bareland	0.01504	port	0.00898	railwaystation	0.00638	church	0.00584	square	0.00513	commercial	0.00459
airport_48.jpg	airport	airport	0.53462	railwaystation	0.06256	parking	0.05594	school	0.04952	port	0.04377	stadium	0.03674	denseresidential	0.03114	center	0.02881	square	0.02443	bareland	0.02193
airport_49.jpg	airport	airport	0.82332	stadium	0.02811	center	0.02437	parking	0.02048	port	0.02011	commercial	0.00933	church	0.00884	railwaystation	0.00834	desert	0.00794	bareland	0.00717
airport_5.jpg	airport	airport	0.83455	parking	0.05114	railwaystation	0.01559	port	0.01475	bareland	0.01410	square	0.00923	storagetanks	0.00766	commercial	0.00702	industrial	0.00639	school	0.00636
airport_50.jpg	airport	airport	0.49120	parking	0.22671	railwaystation	0.08354	port	0.02900	square	0.02590	commercial	0.02411	school	0.02158	center	0.01874	bareland	0.01533	playground	0.01252
airport_51.jpg	airport	airport	0.44120	parking	0.10218	center	0.07260	school	0.06992	square	0.05126	stadium	0.04380	railwaystation	0.03656	denseresidential	0.02358	church	0.02309	bareland	0.02273
